time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,city
2020-03-09,30.1,24.6,37.8,30.2,2020-03-09T05:18,2020-03-09T17:28,19.7,11.8,0.0,6.2,19.4,264.0,4.03,58,p
2020-03-10,31.5,25.9,38.8,31.9,2020-03-10T05:18,2020-03-10T17:27,16.96,1.4,0.0,11.8,22.3,20.0,3.74,58,p
2020-03-11,32.6,26.2,39.3,31.6,2020-03-11T05:18,2020-03-11T17:27,25.12,0.0,0.0,12.6,27.0,42.0,5.34,58,p
2020-03-12,31.1,26.7,37.4,32.3,2020-03-12T05:17,2020-03-12T17:27,21.26,1.6,0.0,11.5,25.6,36.0,4.45,58,p
2020-03-13,31.6,25.0,37.6,29.8,2020-03-13T05:17,2020-03-13T17:26,20.51,8.9,0.0,12.6,27.7,30.0,4.36,58,p
2020-03-14,32.1,24.4,38.3,29.9,2020-03-14T05:17,2020-03-14T17:26,21.9,2.8,0.0,8.8,21.2,38.0,4.68,58,p
2020-03-15,32.1,26.0,37.9,30.9,2020-03-15T05:17,2020-03-15T17:26,22.0,0.8,0.0,12.8,27.7,45.0,4.88,58,p
2020-03-16,32.6,26.3,37.7,30.6,2020-03-16T05:16,2020-03-16T17:26,24.72,0.0,0.0,12.8,29.2,41.0,5.51,58,p
2020-03-17,32.2,26.0,37.7,30.7,2020-03-17T05:16,2020-03-17T17:25,23.52,0.2,0.0,12.2,28.1,35.0,5.23,58,p
2020-03-18,31.9,26.5,37.6,31.1,2020-03-18T05:16,2020-03-18T17:25,20.6,0.2,0.0,15.9,31.0,42.0,4.64,58,p
2020-03-19,31.5,26.1,38.3,31.2,2020-03-19T05:16,2020-03-19T17:25,20.06,4.5,0.0,14.4,28.8,48.0,4.35,58,p
2020-03-20,30.6,25.9,37.7,31.0,2020-03-20T05:15,2020-03-20T17:24,18.16,7.6,0.0,9.7,22.7,30.0,3.71,58,p
2020-03-21,28.7,24.7,34.4,29.1,2020-03-21T05:15,2020-03-21T17:24,12.72,13.9,0.0,8.5,20.5,356.0,2.63,58,p
2020-03-22,30.7,24.5,36.8,30.3,2020-03-22T05:15,2020-03-22T17:24,17.94,6.8,0.0,6.5,19.1,41.0,3.7,58,p
2020-03-23,32.2,25.0,40.7,30.5,2020-03-23T05:15,2020-03-23T17:23,23.19,11.3,0.0,10.5,23.0,38.0,4.84,58,p
2020-03-24,30.4,23.8,36.4,29.3,2020-03-24T05:14,2020-03-24T17:23,13.64,26.7,0.0,9.4,18.4,,2.83,58,p
2020-03-25,30.9,25.0,39.5,30.9,2020-03-25T05:14,2020-03-25T17:23,21.68,9.1,0.0,9.4,22.3,66.0,4.46,58,p
2020-03-26,31.6,25.3,38.4,31.0,2020-03-26T05:14,2020-03-26T17:22,21.36,8.1,0.0,8.6,24.5,54.0,4.4,58,p
2020-03-27,31.7,25.2,38.7,30.3,2020-03-27T05:14,2020-03-27T17:22,22.38,15.3,0.0,9.2,22.7,29.0,4.64,58,p
2020-03-28,32.2,25.2,38.8,30.6,2020-03-28T05:13,2020-03-28T17:22,17.42,20.6,0.0,8.9,22.3,293.0,3.65,58,p
2020-03-29,31.3,25.4,38.9,31.3,2020-03-29T05:13,2020-03-29T17:21,20.37,10.9,0.0,7.7,21.6,41.0,4.08,58,p
2020-03-30,31.7,25.5,39.2,31.5,2020-03-30T05:13,2020-03-30T17:21,18.86,14.4,0.0,9.0,20.9,340.0,3.95,58,p
2020-03-31,32.3,25.3,39.8,30.2,2020-03-31T05:13,2020-03-31T17:21,15.78,19.3,0.0,9.5,19.8,352.0,3.37,58,p
2020-04-01,31.1,25.3,37.7,30.8,2020-04-01T05:12,2020-04-01T17:20,16.71,2.3,0.0,10.8,22.7,58.0,3.54,58,p
2020-04-02,31.8,26.0,39.1,31.7,2020-04-02T05:12,2020-04-02T17:20,22.15,0.0,0.0,11.3,20.9,36.0,4.69,58,p
2020-04-03,31.6,26.3,39.6,32.2,2020-04-03T05:12,2020-04-03T17:20,22.78,9.6,0.0,11.9,27.0,30.0,4.72,58,p
2020-04-04,32.2,24.9,38.8,30.6,2020-04-04T05:11,2020-04-04T17:19,21.97,0.7,0.0,11.7,26.3,20.0,4.72,58,p
2020-04-05,31.9,26.3,38.2,31.5,2020-04-05T05:11,2020-04-05T17:19,13.96,1.1,0.0,9.8,18.0,25.0,3.19,58,p
2020-04-06,31.7,25.5,38.8,30.5,2020-04-06T05:11,2020-04-06T17:19,15.57,3.4,0.0,10.0,21.2,43.0,3.35,58,p
2020-04-07,30.4,25.3,36.5,30.8,2020-04-07T05:11,2020-04-07T17:18,15.07,7.0,0.0,8.1,18.0,294.0,3.16,58,p
2020-04-08,29.1,24.7,35.5,30.3,2020-04-08T05:10,2020-04-08T17:18,11.49,14.0,0.0,5.9,26.3,270.0,2.45,58,p
2020-04-09,30.6,25.1,36.7,29.9,2020-04-09T05:10,2020-04-09T17:18,8.66,67.2,0.0,7.3,17.6,33.0,2.02,58,p
2020-04-10,31.3,25.6,38.7,31.6,2020-04-10T05:10,2020-04-10T17:17,20.09,6.5,0.0,8.6,24.5,27.0,4.16,58,p
2020-04-11,28.7,25.6,34.6,31.1,2020-04-11T05:10,2020-04-11T17:17,11.35,14.9,0.0,8.9,28.4,339.0,2.38,58,p
2020-04-12,31.7,24.8,38.9,30.5,2020-04-12T05:09,2020-04-12T17:17,18.7,11.6,0.0,8.2,28.1,53.0,3.88,58,p
2020-04-13,31.2,25.2,38.6,30.9,2020-04-13T05:09,2020-04-13T17:17,17.25,3.6,0.0,7.3,18.4,333.0,3.61,58,p
2020-04-14,32.2,25.1,38.7,31.1,2020-04-14T05:09,2020-04-14T17:16,20.67,4.5,0.0,8.6,19.8,53.0,4.34,58,p
2020-04-15,32.4,25.5,38.7,31.0,2020-04-15T05:09,2020-04-15T17:16,21.51,0.0,0.0,10.8,22.0,65.0,4.7,58,p
2020-04-16,32.5,26.8,39.3,32.1,2020-04-16T05:09,2020-04-16T17:16,21.12,0.6,0.0,10.2,21.2,63.0,4.46,58,p
2020-04-17,32.4,26.9,39.9,32.4,2020-04-17T05:08,2020-04-17T17:15,21.46,1.4,0.0,14.1,26.6,50.0,4.53,58,p
2020-04-18,32.4,25.5,40.1,31.4,2020-04-18T05:08,2020-04-18T17:15,21.78,5.2,0.0,9.5,22.7,37.0,4.62,58,p
2020-04-19,30.7,25.7,39.0,31.0,2020-04-19T05:08,2020-04-19T17:15,14.82,9.8,0.0,8.5,19.4,20.0,3.1,58,p
2020-04-20,31.9,25.8,39.9,31.3,2020-04-20T05:08,2020-04-20T17:15,20.48,8.0,0.0,9.4,20.2,86.0,4.34,58,p
2020-04-21,31.5,26.7,38.0,32.0,2020-04-21T05:08,2020-04-21T17:15,24.29,0.0,0.0,10.8,23.4,105.0,5.1,58,p
2020-04-22,30.9,27.1,37.2,33.0,2020-04-22T05:08,2020-04-22T17:14,21.98,0.0,0.0,8.3,19.8,94.0,4.57,58,p
2020-04-23,31.0,26.0,37.8,31.9,2020-04-23T05:07,2020-04-23T17:14,15.74,8.1,0.0,8.3,19.1,66.0,3.26,58,p
2020-04-24,32.8,25.2,40.3,30.9,2020-04-24T05:07,2020-04-24T17:14,18.49,2.5,0.0,8.1,16.6,52.0,3.91,58,p
2020-04-25,30.8,25.1,39.3,30.1,2020-04-25T05:07,2020-04-25T17:14,15.39,10.9,0.0,7.0,22.3,314.0,3.22,58,p
2020-04-26,29.6,25.1,36.4,30.7,2020-04-26T05:07,2020-04-26T17:13,7.42,21.4,0.0,6.6,14.8,284.0,1.67,58,p
2020-04-27,30.8,25.5,38.0,30.9,2020-04-27T05:07,2020-04-27T17:13,17.74,19.3,0.0,7.4,24.5,2.0,3.66,58,p
2020-04-28,28.3,25.4,35.0,31.0,2020-04-28T05:07,2020-04-28T17:13,5.84,14.6,0.0,8.9,18.7,256.0,1.31,58,p
2020-04-29,30.8,25.8,38.9,31.5,2020-04-29T05:07,2020-04-29T17:13,18.75,3.5,0.0,9.8,21.6,106.0,3.89,58,p
2020-04-30,28.5,25.4,34.2,31.4,2020-04-30T05:06,2020-04-30T17:13,8.98,6.3,0.0,8.2,20.5,298.0,1.94,58,p
2020-05-01,30.8,24.8,38.9,30.5,2020-05-01T05:06,2020-05-01T17:13,20.45,1.1,0.0,5.9,16.2,171.0,4.2,58,p
2020-05-02,29.0,25.3,34.8,30.2,2020-05-02T05:06,2020-05-02T17:13,10.57,17.8,0.0,10.4,27.4,216.0,2.26,58,p
2020-05-03,28.5,25.6,35.4,31.1,2020-05-03T05:06,2020-05-03T17:12,5.3,13.6,0.0,7.2,27.0,229.0,1.28,58,p
2020-05-04,31.3,25.0,38.0,31.0,2020-05-04T05:06,2020-05-04T17:12,19.36,0.0,0.0,8.0,20.9,166.0,4.03,58,p
2020-05-05,31.5,27.1,38.8,33.6,2020-05-05T05:06,2020-05-05T17:12,20.29,0.3,0.0,9.7,21.2,169.0,4.21,58,p
2020-05-06,32.0,26.4,38.7,33.4,2020-05-06T05:06,2020-05-06T17:12,18.71,2.2,0.0,5.9,14.4,150.0,3.92,58,p
2020-05-07,31.8,25.5,39.2,31.9,2020-05-07T05:06,2020-05-07T17:12,19.46,1.8,0.0,8.8,19.8,86.0,4.07,58,p
2020-05-08,31.7,26.7,38.7,32.9,2020-05-08T05:06,2020-05-08T17:12,17.18,3.0,0.0,9.8,25.2,80.0,3.66,58,p
2020-05-09,31.6,26.1,39.1,31.8,2020-05-09T05:06,2020-05-09T17:12,18.5,12.7,0.0,9.7,25.9,217.0,3.82,58,p
2020-05-10,30.3,26.0,37.4,31.8,2020-05-10T05:06,2020-05-10T17:12,14.63,6.2,0.0,9.1,23.0,185.0,3.03,58,p
2020-05-11,32.1,26.6,38.5,32.4,2020-05-11T05:06,2020-05-11T17:12,19.95,3.8,0.0,13.1,26.6,189.0,4.4,58,p
2020-05-12,30.6,26.9,37.6,32.4,2020-05-12T05:06,2020-05-12T17:12,18.75,5.0,0.0,10.1,21.2,191.0,3.82,58,p
2020-05-13,31.2,26.2,38.0,32.3,2020-05-13T05:06,2020-05-13T17:12,20.22,2.1,0.0,8.9,20.5,176.0,4.2,58,p
2020-05-14,31.1,27.3,36.9,33.2,2020-05-14T05:06,2020-05-14T17:12,18.98,0.6,0.0,10.8,20.2,170.0,4.03,58,p
2020-05-15,31.9,27.3,39.4,33.1,2020-05-15T05:06,2020-05-15T17:12,20.14,2.7,0.0,10.8,23.4,196.0,4.22,58,p
2020-05-16,30.6,26.4,37.8,32.9,2020-05-16T05:06,2020-05-16T17:12,16.06,5.6,0.0,9.7,22.3,216.0,3.35,58,p
2020-05-17,30.5,26.1,37.8,31.7,2020-05-17T05:06,2020-05-17T17:12,10.5,8.9,0.0,7.2,28.1,282.0,2.29,58,p
2020-05-18,31.9,25.5,39.4,31.1,2020-05-18T05:06,2020-05-18T17:12,18.27,9.3,0.0,9.5,23.0,234.0,3.79,58,p
2020-05-19,29.6,25.7,36.6,31.5,2020-05-19T05:06,2020-05-19T17:12,15.7,9.4,0.0,8.4,24.8,178.0,3.1,58,p
2020-05-20,31.2,25.8,38.4,31.2,2020-05-20T05:06,2020-05-20T17:12,18.55,2.3,0.0,7.6,16.9,82.0,3.89,58,p
2020-05-21,30.0,25.3,37.6,30.4,2020-05-21T05:06,2020-05-21T17:12,17.23,24.7,0.0,6.4,21.6,267.0,3.53,58,p
2020-05-22,28.3,24.8,34.9,29.7,2020-05-22T05:06,2020-05-22T17:12,4.2,46.0,0.0,9.0,24.8,241.0,1.06,58,p
2020-05-23,30.9,24.8,37.5,30.1,2020-05-23T05:06,2020-05-23T17:12,21.03,0.3,0.0,9.4,18.0,174.0,4.37,58,p
2020-05-24,31.1,27.1,37.4,33.4,2020-05-24T05:06,2020-05-24T17:12,18.88,0.0,0.0,7.4,17.6,140.0,3.89,58,p
2020-05-25,30.3,26.8,36.2,32.7,2020-05-25T05:07,2020-05-25T17:12,18.66,1.9,0.0,7.8,22.7,52.0,3.79,58,p
2020-05-26,32.5,26.2,39.1,31.6,2020-05-26T05:07,2020-05-26T17:12,21.0,0.0,0.0,9.9,23.4,39.0,4.43,58,p
2020-05-27,29.8,27.2,37.1,33.1,2020-05-27T05:07,2020-05-27T17:12,18.3,4.6,0.0,9.0,24.8,123.0,3.68,58,p
2020-05-28,27.3,24.7,33.7,29.9,2020-05-28T05:07,2020-05-28T17:12,9.05,56.0,0.0,8.4,22.0,280.0,1.8,58,p
2020-05-29,29.9,25.5,37.0,31.1,2020-05-29T05:07,2020-05-29T17:13,11.59,17.3,0.0,7.5,19.1,133.0,2.44,58,p
2020-05-30,31.0,25.9,37.7,31.8,2020-05-30T05:07,2020-05-30T17:13,18.9,4.7,0.0,7.2,16.9,342.0,3.84,58,p
2020-05-31,31.2,25.6,37.8,31.7,2020-05-31T05:07,2020-05-31T17:13,17.79,6.8,0.0,11.7,30.2,44.0,3.67,58,p
2020-06-01,31.0,25.3,38.2,31.3,2020-06-01T05:08,2020-06-01T17:13,18.44,10.1,0.0,8.0,23.8,197.0,3.75,58,p
2020-06-02,29.4,25.0,35.6,30.6,2020-06-02T05:08,2020-06-02T17:13,16.82,9.2,0.0,8.8,24.1,224.0,3.35,58,p
2020-06-03,29.8,24.8,36.4,30.1,2020-06-03T05:08,2020-06-03T17:13,12.9,9.0,0.0,8.4,16.6,202.0,2.62,58,p
2020-06-04,31.0,24.3,37.9,29.5,2020-06-04T05:08,2020-06-04T17:13,17.92,1.2,0.0,8.9,18.7,190.0,3.76,58,p
2020-06-05,31.8,26.5,39.4,32.1,2020-06-05T05:08,2020-06-05T17:14,19.59,7.9,0.0,9.5,23.8,210.0,4.06,58,p
2020-06-06,28.3,25.5,33.9,30.6,2020-06-06T05:08,2020-06-06T17:14,11.82,15.5,0.0,10.5,22.7,204.0,2.35,58,p
2020-06-07,30.1,25.1,35.6,30.1,2020-06-07T05:09,2020-06-07T17:14,14.58,7.7,0.0,9.8,19.8,221.0,3.06,58,p
2020-06-08,28.5,25.5,35.3,30.4,2020-06-08T05:09,2020-06-08T17:14,13.75,13.7,0.0,8.9,20.2,202.0,2.74,58,p
2020-06-09,29.6,25.1,35.2,30.2,2020-06-09T05:09,2020-06-09T17:14,13.92,9.1,0.0,12.2,26.6,204.0,2.83,58,p
2020-06-10,31.1,25.4,36.6,30.4,2020-06-10T05:09,2020-06-10T17:15,19.58,1.1,0.0,14.0,29.5,203.0,4.12,58,p
2020-06-11,30.1,25.6,35.9,30.4,2020-06-11T05:09,2020-06-11T17:15,17.52,0.8,0.0,11.5,24.8,194.0,3.54,58,p
2020-06-12,30.4,25.8,37.0,31.2,2020-06-12T05:10,2020-06-12T17:15,16.62,2.4,0.0,10.0,23.0,184.0,3.49,58,p
2020-06-13,29.2,25.2,35.7,30.6,2020-06-13T05:10,2020-06-13T17:15,15.06,8.0,0.0,8.8,25.6,,3.01,58,p
2020-06-14,31.0,24.9,39.2,30.6,2020-06-14T05:10,2020-06-14T17:15,18.72,9.3,0.0,7.9,20.5,18.0,3.8,58,p
2020-06-15,28.7,24.6,35.5,30.4,2020-06-15T05:10,2020-06-15T17:16,13.97,11.7,0.0,6.0,16.9,35.0,2.82,58,p
2020-06-16,30.7,24.8,37.8,30.6,2020-06-16T05:11,2020-06-16T17:16,16.48,6.4,0.0,4.2,18.0,169.0,3.39,58,p
2020-06-17,30.4,26.0,37.3,31.3,2020-06-17T05:11,2020-06-17T17:16,19.11,1.4,0.0,13.4,28.8,207.0,3.87,58,p
2020-06-18,30.3,25.5,36.3,30.3,2020-06-18T05:11,2020-06-18T17:16,13.44,11.7,0.0,9.7,23.0,233.0,2.76,58,p
2020-06-19,28.2,25.4,35.1,30.8,2020-06-19T05:11,2020-06-19T17:16,11.13,19.4,0.0,7.3,18.4,229.0,2.25,58,p
2020-06-20,28.9,25.0,35.2,29.9,2020-06-20T05:11,2020-06-20T17:17,6.6,6.6,0.0,8.7,15.5,252.0,1.48,58,p
2020-06-21,29.5,24.5,36.5,30.1,2020-06-21T05:12,2020-06-21T17:17,14.56,9.2,0.0,6.6,20.9,220.0,2.97,58,p
2020-06-22,29.6,24.6,36.7,30.3,2020-06-22T05:12,2020-06-22T17:17,14.13,6.4,0.0,7.4,17.6,232.0,2.89,58,p
2020-06-23,29.3,25.0,35.4,30.2,2020-06-23T05:12,2020-06-23T17:17,14.14,4.4,0.0,9.8,19.4,212.0,2.82,58,p
2020-06-24,28.4,25.1,33.8,29.2,2020-06-24T05:12,2020-06-24T17:17,13.17,10.0,0.0,11.0,27.0,203.0,2.6,58,p
2020-06-25,29.0,24.6,34.3,29.7,2020-06-25T05:12,2020-06-25T17:18,14.39,11.3,0.0,13.5,27.0,215.0,2.86,58,p
2020-06-26,27.7,24.8,33.2,29.3,2020-06-26T05:13,2020-06-26T17:18,8.61,18.4,0.0,13.3,24.1,222.0,1.76,58,p
2020-06-27,28.2,24.7,33.4,29.3,2020-06-27T05:13,2020-06-27T17:18,5.89,24.9,0.0,11.1,21.6,233.0,1.37,58,p
2020-06-28,28.8,24.4,34.7,29.3,2020-06-28T05:13,2020-06-28T17:18,9.36,6.3,0.0,8.0,19.1,237.0,1.95,58,p
2020-06-29,29.2,24.4,34.5,29.6,2020-06-29T05:13,2020-06-29T17:19,14.04,4.7,0.0,8.1,19.8,,2.86,58,p
2020-06-30,29.5,24.6,35.7,30.2,2020-06-30T05:13,2020-06-30T17:19,17.11,4.6,0.0,8.7,25.2,190.0,3.4,58,p
2020-07-01,30.1,24.7,35.3,29.7,2020-07-01T05:14,2020-07-01T17:19,18.82,0.9,0.0,8.9,20.2,159.0,3.79,58,p
2020-07-02,29.3,25.0,35.2,30.0,2020-07-02T05:14,2020-07-02T17:19,18.38,6.3,0.0,11.2,24.8,197.0,3.65,58,p
2020-07-03,28.7,24.9,33.3,29.7,2020-07-03T05:14,2020-07-03T17:19,13.0,6.0,0.0,13.8,28.8,206.0,2.74,58,p
2020-07-04,30.1,24.6,35.2,29.7,2020-07-04T05:14,2020-07-04T17:19,12.59,4.5,0.0,10.5,21.2,206.0,2.78,58,p
2020-07-05,27.7,24.1,33.5,29.4,2020-07-05T05:14,2020-07-05T17:20,7.26,14.5,0.0,9.2,19.8,356.0,1.53,58,p
2020-07-06,28.0,24.1,33.9,29.0,2020-07-06T05:15,2020-07-06T17:20,11.08,5.5,0.0,7.2,17.6,225.0,2.25,58,p
2020-07-07,30.0,23.9,35.8,28.8,2020-07-07T05:15,2020-07-07T17:20,13.8,6.8,0.0,9.3,20.2,232.0,2.78,58,p
2020-07-08,28.4,24.4,34.4,29.3,2020-07-08T05:15,2020-07-08T17:20,15.69,14.5,0.0,7.3,20.5,220.0,3.07,58,p
2020-07-09,27.5,24.6,33.6,29.2,2020-07-09T05:15,2020-07-09T17:20,10.36,19.6,0.0,9.2,19.8,240.0,2.05,58,p
2020-07-10,28.9,24.0,34.6,28.6,2020-07-10T05:15,2020-07-10T17:20,13.77,14.8,0.0,10.2,25.6,234.0,2.74,58,p
2020-07-11,30.0,24.4,36.1,29.2,2020-07-11T05:15,2020-07-11T17:21,13.02,11.5,0.0,9.0,20.9,228.0,2.69,58,p
2020-07-12,27.1,24.1,33.1,29.0,2020-07-12T05:15,2020-07-12T17:21,4.37,21.3,0.0,7.8,15.1,263.0,1.04,58,p
2020-07-13,29.7,24.1,35.7,28.8,2020-07-13T05:15,2020-07-13T17:21,8.76,5.8,0.0,7.9,16.9,221.0,1.95,58,p
2020-07-14,28.0,24.3,35.0,29.0,2020-07-14T05:16,2020-07-14T17:21,14.08,5.5,0.0,9.1,18.0,280.0,2.83,58,p
2020-07-15,28.6,24.4,34.7,29.4,2020-07-15T05:16,2020-07-15T17:21,12.51,1.7,0.0,11.8,22.7,236.0,2.62,58,p
2020-07-16,28.0,24.5,34.2,29.0,2020-07-16T05:16,2020-07-16T17:21,6.78,7.9,0.0,10.0,18.4,219.0,1.51,58,p
2020-07-17,29.7,24.6,36.3,29.9,2020-07-17T05:16,2020-07-17T17:21,18.85,0.5,0.0,8.7,18.4,80.0,3.82,58,p
2020-07-18,29.6,24.1,36.3,28.9,2020-07-18T05:16,2020-07-18T17:21,15.32,5.2,0.0,8.1,21.6,99.0,3.15,58,p
2020-07-19,30.6,23.8,36.1,28.8,2020-07-19T05:16,2020-07-19T17:21,19.19,3.3,0.0,12.2,22.7,192.0,3.93,58,p
2020-07-20,30.0,24.4,36.2,28.7,2020-07-20T05:16,2020-07-20T17:22,19.64,1.7,0.0,13.7,28.4,198.0,3.98,58,p
2020-07-21,30.0,25.6,38.4,31.5,2020-07-21T05:16,2020-07-21T17:22,19.38,1.0,0.0,7.3,19.8,211.0,3.9,58,p
2020-07-22,29.8,25.1,37.6,31.3,2020-07-22T05:16,2020-07-22T17:22,15.75,2.1,0.0,6.9,20.2,194.0,3.18,58,p
2020-07-23,27.5,24.5,33.3,28.9,2020-07-23T05:16,2020-07-23T17:22,12.43,12.9,0.0,11.8,21.6,222.0,2.55,58,p
2020-07-24,29.3,24.4,34.5,28.5,2020-07-24T05:16,2020-07-24T17:22,11.83,11.9,0.0,13.0,27.4,207.0,2.63,58,p
2020-07-25,29.0,24.9,34.3,29.3,2020-07-25T05:16,2020-07-25T17:22,15.24,8.8,0.0,12.7,25.2,186.0,3.03,58,p
2020-07-26,28.0,24.4,33.4,28.9,2020-07-26T05:16,2020-07-26T17:22,12.11,7.4,0.0,11.6,24.8,187.0,2.44,58,p
2020-07-27,30.4,24.9,36.2,29.6,2020-07-27T05:16,2020-07-27T17:22,16.47,4.7,0.0,12.8,27.0,202.0,3.37,58,p
2020-07-28,29.9,24.7,35.7,29.2,2020-07-28T05:16,2020-07-28T17:22,18.33,3.0,0.0,19.5,34.2,191.0,3.78,58,p
2020-07-29,29.5,24.9,35.4,29.0,2020-07-29T05:16,2020-07-29T17:22,17.92,2.5,0.0,18.4,37.1,199.0,3.67,58,p
2020-07-30,28.7,25.5,32.6,28.5,2020-07-30T05:16,2020-07-30T17:22,17.94,2.8,0.0,18.1,40.0,202.0,3.64,58,p
2020-07-31,27.5,24.8,32.2,29.4,2020-07-31T05:16,2020-07-31T17:22,7.28,6.8,0.0,13.4,25.6,207.0,1.82,58,p
2020-08-01,28.8,24.6,33.5,29.4,2020-08-01T05:16,2020-08-01T17:22,12.4,9.1,0.0,12.1,27.4,208.0,2.67,58,p
2020-08-02,28.6,24.8,34.7,29.5,2020-08-02T05:16,2020-08-02T17:22,15.1,4.1,0.0,11.3,29.2,194.0,2.95,58,p
2020-08-03,29.9,24.6,35.4,29.9,2020-08-03T05:16,2020-08-03T17:22,12.26,4.2,0.0,7.8,20.9,219.0,2.58,58,p
2020-08-04,29.0,24.8,35.1,29.9,2020-08-04T05:15,2020-08-04T17:21,13.68,10.8,0.0,8.7,21.6,198.0,2.74,58,p
2020-08-05,29.7,24.9,36.1,29.9,2020-08-05T05:15,2020-08-05T17:21,16.04,9.8,0.0,10.5,29.2,210.0,3.21,58,p
2020-08-06,29.0,23.7,33.9,27.4,2020-08-06T05:15,2020-08-06T17:21,15.05,3.5,0.0,11.5,26.6,214.0,3.14,58,p
2020-08-07,29.5,25.4,35.3,29.7,2020-08-07T05:15,2020-08-07T17:21,19.0,5.8,0.0,14.1,28.1,199.0,3.69,58,p
2020-08-08,30.7,25.7,37.0,31.0,2020-08-08T05:15,2020-08-08T17:21,20.35,0.2,0.0,14.3,30.2,185.0,4.18,58,p
2020-08-09,29.1,26.0,35.0,31.1,2020-08-09T05:15,2020-08-09T17:21,17.56,6.3,0.0,10.5,20.2,191.0,3.51,58,p
2020-08-10,30.8,24.9,38.0,30.7,2020-08-10T05:15,2020-08-10T17:21,20.52,2.3,0.0,9.4,25.9,133.0,4.13,58,p
2020-08-11,31.0,24.6,37.2,29.9,2020-08-11T05:14,2020-08-11T17:21,17.6,3.8,0.0,4.8,20.5,69.0,3.59,58,p
2020-08-12,28.0,24.9,33.3,30.6,2020-08-12T05:14,2020-08-12T17:21,14.25,6.0,0.0,7.2,23.8,208.0,2.84,58,p
2020-08-13,30.3,25.8,36.3,31.5,2020-08-13T05:14,2020-08-13T17:20,15.18,0.3,0.0,8.7,19.1,192.0,3.22,58,p
2020-08-14,30.9,26.6,38.4,32.5,2020-08-14T05:14,2020-08-14T17:20,20.76,1.0,0.0,9.4,25.9,186.0,4.29,58,p
2020-08-15,30.3,25.0,36.6,30.0,2020-08-15T05:14,2020-08-15T17:20,17.61,11.8,0.0,10.2,24.5,200.0,3.47,58,p
2020-08-16,28.9,24.5,35.1,29.5,2020-08-16T05:13,2020-08-16T17:20,19.26,1.2,0.0,12.6,28.8,207.0,3.91,58,p
2020-08-17,29.6,25.3,34.9,30.5,2020-08-17T05:13,2020-08-17T17:20,16.79,2.4,0.0,14.2,30.6,192.0,3.56,58,p
2020-08-18,29.8,24.9,35.7,29.5,2020-08-18T05:13,2020-08-18T17:20,18.64,5.3,0.0,11.9,25.9,200.0,3.91,58,p
2020-08-19,29.8,25.4,34.3,29.8,2020-08-19T05:13,2020-08-19T17:19,19.12,0.9,0.0,15.2,33.1,195.0,4.07,58,p
2020-08-20,30.3,26.3,35.8,30.7,2020-08-20T05:12,2020-08-20T17:19,21.73,0.7,0.0,11.2,24.8,196.0,4.62,58,p
2020-08-21,30.9,25.5,37.2,31.1,2020-08-21T05:12,2020-08-21T17:19,19.65,0.3,0.0,9.9,20.9,153.0,4.12,58,p
2020-08-22,31.5,26.1,37.9,31.6,2020-08-22T05:12,2020-08-22T17:19,22.19,0.0,0.0,12.2,26.3,173.0,4.65,58,p
2020-08-23,31.0,25.9,37.3,30.7,2020-08-23T05:12,2020-08-23T17:18,20.91,0.2,0.0,12.6,25.2,200.0,4.37,58,p
2020-08-24,30.7,25.7,36.9,30.1,2020-08-24T05:11,2020-08-24T17:18,19.45,5.3,0.0,9.5,24.1,201.0,3.98,58,p
2020-08-25,29.3,24.6,34.9,30.5,2020-08-25T05:11,2020-08-25T17:18,17.34,5.4,0.0,12.1,24.1,164.0,3.54,58,p
2020-08-26,28.8,25.6,33.7,29.5,2020-08-26T05:11,2020-08-26T17:18,19.32,1.3,0.0,19.1,38.5,196.0,3.95,58,p
2020-08-27,30.2,25.9,36.2,30.2,2020-08-27T05:10,2020-08-27T17:17,20.35,0.8,0.0,12.4,24.1,199.0,4.31,58,p
2020-08-28,29.6,24.6,36.0,29.1,2020-08-28T05:10,2020-08-28T17:17,19.42,4.0,0.0,11.5,26.6,198.0,3.84,58,p
2020-08-29,29.3,24.6,35.0,28.8,2020-08-29T05:10,2020-08-29T17:17,20.85,4.2,0.0,15.1,34.2,196.0,4.1,58,p
2020-08-30,30.1,24.7,37.0,29.4,2020-08-30T05:09,2020-08-30T17:17,19.93,3.0,0.0,9.4,21.2,191.0,4.06,58,p
2020-08-31,30.3,25.0,36.5,30.1,2020-08-31T05:09,2020-08-31T17:16,19.14,0.8,0.0,10.6,24.1,190.0,3.98,58,p
2020-09-01,28.5,25.0,34.5,29.6,2020-09-01T05:09,2020-09-01T17:16,6.6,16.9,0.0,9.9,19.4,213.0,1.53,58,p
2020-09-02,30.0,24.4,37.0,29.9,2020-09-02T05:08,2020-09-02T17:16,19.05,5.0,0.0,6.7,17.3,197.0,3.9,58,p
2020-09-03,29.4,24.6,35.6,29.6,2020-09-03T05:08,2020-09-03T17:15,12.23,10.4,0.0,6.7,19.1,262.0,2.51,58,p
